basin_id,gauge_id,gauge_name,gauge_country,gauge_provider,river,lon_snap,lat_snap,lon,lat,elevation,area_official,area_estreams,area_flag,area_rel,start_date,end_date,num_years,num_months,num_days,num_continuous_days,num_days_gaps,num_days_reliable,num_days_noflag,num_days_suspect,gauge_flag,duplicated_suspect,watershed_group,gauges_upstream,nested_catchments,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens,lit_dom,bedrk_dep,perm_verylow_glob,perm_low_glob,perm_medium_glob,perm_high_glob,lit_fra_su,lit_fra_ss,lit_fra_sm,lit_fra_sc,lit_fra_mt,lit_fra_pi,lit_fra_py,lit_fra_vi,lit_fra_ev,lit_fra_ig,lit_fra_pa,lit_fra_pb,lit_fra_va,lit_fra_vb,root_dep_mean,root_dep_max,root_dep_min,soil_tawc_mean,soil_fra_sand_mean,soil_fra_silt_mean,soil_fra_clay_mean,soil_fra_grav_mean,soil_bd_mean,soil_oc_mean,lai_mean,ndvi_mean,lulc_2006_urban,lulc_2006_NonIrriAgri,lulc_2006_Agric,lulc_2006_forest,lulc_2006_grass,lulc_2006_agriculture,dam_num,res_num,lakes_num,lakes_tot_area,lakes_tot_vol,sno_cov_mean,irri_1990,irri_2005,stations_num_p_mean
CZ000007,4300,Chotěvice,CZ,CZ_CHMU,Pilníkovský potok,15.7642145646504,50.5208223763897,15.7642145646504,50.5208223763897,,103.51,103.51,0,0.0,1980-11-01,2021-12-31,42,494,15036,15036,0.0,0.0,15036.0,0.0,B,,3,1,['CZ000007'],0.711,0.34,1.728,1.907,0.681,164.1,20.792,0.192,2.053,4.154,3.226,3.401,7.778,0.0,2.071,1.926,0.93,0.263,0.148,16.736,1.182,4.0,233.445,3.997,3.0,586.561,443.697,342.926,6.349,22.95,4.133,0.699,0.12,10,1.111,0.0,0.0,3.332,96.668,0.0,96.668,3.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.706,130.0,50.0,51.537,42.549,37.039,20.412,8.922,1.409,1.347,0.142,0.531,0.039,0.2,0.39299999999999996,0.367,0.0,0.593,0.0,0.0,0.0,0.0,0.0,11.868,0.0,0.0,1.0
DEBY0640,15216009,Regen,DE,DE_BY,Kleiner Regen,13.23455863551899,49.00936753876437,13.23455863551899,49.00936753876438,559.92,116.2,116.436,0,-0.2030981067125681,1961-11-01,2023-08-19,63,700,20570,20150,2002.0,0.0,20570.0,0.0,C,,2,2,"['DEBY0571', 'DEBY0640']",2.015,0.662,1.42,1.304,0.738,184.778,23.093,0.738,4.89,0.533,1.364,2.185,4.1,0.0,2.98,1.942,0.652,0.081,0.181,15.811,1.218,4.0,211.511,3.743,1.0,1430.264,852.112,565.668,9.231,9.518,12.835,0.712,0.159,2,1.059,18.164,81.202,0.0,0.0,0.0,0.0,0.0,0.0,81.202,0.0,0.0,0.0,0.0,0.0,18.164,0.0,0.0,0.0,115.299,130.0,0.0,50.656,48.145,32.359,17.786,8.547,1.396,2.701,0.181,0.602,0.024,0.0,0.114,0.7889999999999999,0.058,0.114,1.0,1.0,1.0,0.76,20.3,14.783,0.0,0.0,17.0
DEBY0609,15246000,Cham,DE,DE_BY,Chamb,12.73350568518191,49.2404189662461,12.73350568518191,49.2404189662461,368.99,408.3,408.963,0,-0.1623806024981657,1960-11-01,2023-08-19,64,712,20935,20515,2002.0,0.0,20935.0,0.0,C,,2,7,"['DEBY0484', 'DEBY0504', 'DEBY0527', 'DEBY0538', 'DEBY0628', 'DEBY0706', 'DEBY0609']",0.907,0.413,1.383,1.637,0.64,159.218,24.965,0.273,2.535,4.223,1.741,2.216,3.629,0.0,2.167,2.102,0.97,0.252,0.086,16.056,1.179,4.0,226.111,4.017,1.0,1076.06,518.238,371.675,6.533,22.727,5.491,0.78,0.131,2,1.329,12.874,82.678,0.0,4.448,4.448,0.0,0.0,0.0,76.884,5.794,0.0,0.0,0.0,0.0,1.868,11.006,0.0,0.0,115.742,130.0,30.0,51.237,45.326,35.302,19.372,8.737,1.427,1.419,0.18,0.615,0.022,0.164,0.392,0.41800000000000004,0.002,0.556,1.0,1.0,1.0,0.12,0.37,7.918,0.0,0.0,25.0
FR004200,O422251002,L'Agout Ã  Castres,FR,FR_EAUFRANCE,L'Agout à Castres,2.261719,43.614869,2.261719,43.614869,164,920.0,904.488,0,1.686086956521733,1980-01-01,2023-09-30,43,513,15598,7304,381.0,13913.0,31.0,1654.0,C,,541,12,"['FR004193', 'FR004194', 'FR004195', 'FR004196', 'FR004197', 'FR004198', 'FR004200', 'FR001689', 'FR001691', 'FR001692', 'FR001693', 'FR001694', 'FR001695']",1.499,0.562,0.423,2.864,0.638,150.667,30.268,0.241,4.136,1.908,2.382,43.695,3.416,0.0,2.524,2.288,0.907,-0.229,0.023,17.892,1.25,1.0,246.657,4.787,4.0,1263.683,731.101,169.885,10.375,8.68,21.15,0.544,0.208,2,0.998,14.266,40.103,6.794,38.836999999999996,0.169,38.668,6.794,0.0,40.103,0.0,0.0,0.0,0.0,0.0,13.32,0.0,0.946,0.0,54.013,130.0,30.0,40.172,74.174,15.284,10.542,8.66,1.575,0.97,0.218,0.699,0.012,0.023,0.363,0.548,0.04,0.386,4.0,4.0,2.0,5.19,90.0,2.2,0.0,2.134,6.0
DEBY0623,24232006,Fürth,DE,DE_BY,Zenn,10.75415305448611,49.49339305278015,10.75415305448611,49.49339305278015,306.94,171.0,170.327,0,0.3935672514619894,1954-11-01,2023-08-19,70,784,23127,22707,2002.0,0.0,23127.0,0.0,C,,1,2,"['DEBY0623', 'DEBY0809']",0.459,0.254,1.613,1.614,0.687,162.705,28.365,0.128,1.096,3.649,1.819,6.098,7.018,0.0,1.8,2.144,1.192,0.187,0.062,17.947,1.194,4.0,240.058,4.212,3.0,518.267,392.521,307.551,4.031,48.79,0.554,0.51,0.128,9,1.088,0.0,0.0,99.876,0.0,0.0,0.0,99.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.674,130.0,30.0,54.014,34.61,33.535,31.855,6.052,1.344,1.275,0.156,0.599,0.027,0.399,0.247,0.31400000000000006,0.015,0.646,0.0,0.0,0.0,0.0,0.0,5.162,0.0,0.0,17.0
SE000059,1706,IDAFORS,SE,SE_SMHI,VARJISÅN,20.3384,65.8855,20.3384,65.8855,,1908.39,1850.67,0,3.0245390093219955,1958-05-24,2023-04-10,52,605,18290,14331,5408.0,17976.0,0.0,314.0,E,,1891,1,['SE000059'],1.111,0.7,0.939,2.37,0.628,234.792,10.235,0.271,3.833,8.927,6.877,3.535,88.5,0.0,1.527,1.263,0.827,0.418,0.375,18.028,1.23,4.0,249.351,4.585,3.0,715.386,394.026,76.831,3.253,60.828,0.936,0.54,0.21,4,8.984,88.135,11.323,0.0,0.542,0.0,0.542,0.0,0.0,11.323,0.0,0.0,0.0,0.0,0.0,85.301,0.0,2.833,0.001,58.086,130.0,0.0,69.313,45.945,36.563,16.086,11.071,0.981,8.751,0.437,0.367,0.0,0.0,0.001,0.623,0.217,0.001,0.0,0.0,100.0,41.27,194.22,32.79,0.0,0.0,4.0
FR001939,P399401001,P3994010,FR,FR_EAUFRANCE,Le Maumont Blanc à Ussac [La Chanourdie],1.488835,45.188466,1.488835,45.188466,109,162.0,162.059,0,-0.0364197530864182,1971-01-01,2023-09-30,50,581,17588,7052,1678.0,10910.0,715.0,5963.0,C,,541,1,['FR001939'],1.411,0.493,1.337,2.286,0.62,143.884,20.957,0.232,4.126,3.674,1.571,34.968,9.795,0.0,2.857,2.489,0.871,-0.124,0.013,16.981,1.209,1.0,224.056,4.333,4.0,479.7,319.196,106.204,5.732,22.453,2.747,0.591,0.191,4,1.072,37.579,29.15,2.037,31.233999999999998,5.874,25.36,2.037,0.0,29.15,0.0,0.0,0.0,0.0,0.0,30.598,6.981,0.0,0.0,72.209,130.0,30.0,46.093,58.393,25.853,15.755,9.871,1.488,1.115,0.19,0.713,0.042,0.003,0.7789999999999999,0.173,0.0,0.7819999999999999,0.0,0.0,0.0,0.0,0.0,0.633,1.134,0.57,2.0
ES000385,9073,SANGÜESA                           ,ES,ES_CEDEX,,-1.25531833,42.55192665,-1.255318335374471,42.55192665224808,393,275.0,230.391,2,16.22145454545455,1946-10-01,2019-09-30,74,863,25973,8602,690.0,0.0,25973.0,0.0,B,,540,1,['ES000385'],0.54,0.281,2.038,4.266,0.499,161.161,41.265,0.008,2.578,34.649,6.137,142.85,21.187,0.007,1.914,2.791,1.458,-0.203,0.017,20.437,1.258,1.0,256.889,5.37,4.0,1499.899,752.958,414.448,11.783,9.152,33.018,0.512,0.193,8,2.679,0.0,0.0,96.578,3.421,0.028,3.393,0.334,96.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.476,130.0,30.0,55.908,31.359,36.316,32.325,10.095,1.336,1.118,0.125,0.552,0.002,0.143,0.075,0.41500000000000004,0.365,0.21799999999999997,0.0,0.0,0.0,0.0,0.0,0.861,0.0,0.0,0.0
GB000116,27007,Ure at Westwick Lock,GB,GB_NRFA,Ure at Westwick Lock,-1.46,54.1,-1.46,54.1,14.2,912.58,913.239,0,-0.0722128470928567,1958-10-01,2020-05-30,63,722,21874,14014,649.0,0.0,21874.0,0.0,B,,965,3,"['GB000116', 'GB000125', 'GB000131']",2.103,0.76,1.21,2.916,0.477,128.273,22.227,0.281,7.294,9.434,1.515,60.112,9.73,0.0,2.715,1.598,0.589,-0.074,0.031,10.368,1.109,1.0,191.068,3.39,3.0,712.691,273.332,14.34,5.226,38.119,3.576,0.508,0.197,10,5.148,0.0,0.0,46.119,53.726,1.223,52.503,0.001,46.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.434,130.0,0.0,65.942,41.975,38.127,19.789,5.022,1.121,5.864,0.161,0.64,0.009999999999999998,0.147,0.345,0.037,0.249,0.492,2.0,2.0,5.0,0.89,4.03,5.041,1.987,4.13,6.0
CZ000059,63000,Bílek,CZ,CZ_CHMU,Doubrava,15.7339006726385,49.7034362495502,15.7339006726385,49.7034362495502,,64.17,64.17,0,0.0,1980-11-01,2021-12-31,42,494,15036,15036,0.0,0.0,15036.0,0.0,B,,3,1,['CZ000059'],0.845,0.473,1.361,2.972,0.499,164.275,34.58,0.066,2.827,9.668,2.97,72.535,9.632,0.0,1.796,1.97,1.097,0.434,0.124,18.491,1.187,4.0,243.609,4.234,1.0,803.267,598.005,522.195,3.203,54.4,0.0,0.565,0.134,2,1.25,19.727,37.996,27.791000000000004,14.486,6.018,8.468,9.278,18.513,30.094,7.902,0.0,0.0,0.0,0.0,4.298,15.429,0.0,0.0,104.154,130.0,50.0,53.297,40.769,39.246,19.985,7.692,1.41,1.261,0.137,0.547,0.054000000000000006,0.262,0.195,0.46,0.022,0.457,0.0,0.0,1.0,0.39,1.84,11.785,,,2.0
DEBY0650,24144500,Kronach,DE,DE_BY,Nordhalbener Ködel,11.49210446744327,50.36356415603495,11.49210446744327,50.36356415603495,452.19,18.3,18.316,0,-0.0874316939890614,1965-11-01,2023-08-19,59,652,19109,18689,2002.0,0.0,19109.0,0.0,C,,1,1,['DEBY0650'],1.677,0.655,1.345,3.23,0.496,144.34,31.738,0.118,6.274,12.389,3.789,87.833,13.239,0.0,2.474,1.915,0.774,-0.006,0.12,16.505,1.18,4.0,216.995,3.868,3.0,735.489,639.583,459.196,7.669,16.614,10.565,0.574,0.0,9,1.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,51.537,39.421,36.947,23.632,8.737,1.389,1.447,0.168,0.616,0.0,0.061,0.067,0.872,0.0,0.128,0.0,0.0,0.0,0.0,0.0,13.503,,,11.0
FR003218,A273011002,La Bruche Ã  Russ [Wisches],FR,FR_EAUFRANCE,La Bruche à Russ [Wisches],7.274644,48.504758,7.274644,48.504758,263,229.0,226.929,0,0.9043668122270732,1962-08-31,2023-09-30,62,732,22046,12280,265.0,22001.0,0.0,45.0,A,['FR000104'],1,7,"['FR000102', 'FR000103', 'FR000104', 'FR000105', 'FR003217', 'FR003218']",2.207,0.768,1.6,2.419,0.631,140.411,22.776,0.426,6.434,2.612,1.962,21.112,7.421,0.0,2.926,1.954,0.668,-0.046,0.058,14.368,1.184,2.0,211.661,3.88,1.0,1100.292,623.554,262.904,13.288,5.357,39.824,0.659,0.128,4,1.0,61.59,0.0,15.107999999999999,23.302,0.0,23.302,1.139,13.969,0.0,0.0,0.0,0.0,0.0,0.0,35.499,1.386,24.705,0.0,120.526,130.0,30.0,40.931,75.272,15.048,9.68,9.281,1.59,0.9,0.224,0.689,0.062,0.0,0.095,0.762,0.079,0.095,0.0,0.0,0.0,0.0,0.0,7.51,0.0,0.07,5.0
CZ000521,469000,Třebíč-Ptáčov,CZ,CZ_CHMU,Jihlava,15.9347695012322,49.2151540124089,15.9347695012322,49.2151540124089,,962.71,962.71,0,0.0,1980-11-01,2021-12-31,42,494,15036,15036,0.0,0.0,15036.0,0.0,B,,2,7,"['CZ000515', 'CZ000516', 'CZ000517', 'CZ000518', 'CZ000519', 'CZ000520', 'CZ000521', 'CZGR0025']",0.455,0.273,2.38,2.05,0.643,170.45,31.384,0.107,1.274,3.79,3.25,10.688,5.0,0.0,1.671,2.064,1.235,0.429,0.116,18.355,1.215,4.0,246.357,4.267,1.0,791.072,582.954,387.947,4.333,36.42,0.48,0.602,0.169,2,1.058,22.982,76.517,0.0,0.5,0.5,0.0,0.0,0.0,66.457,10.06,0.0,0.0,0.0,0.0,22.903,0.079,0.0,0.0,121.219,130.0,50.0,48.407,51.412,31.582,17.006,9.408,1.456,1.224,0.127,0.524,0.048999999999999995,0.449,0.187,0.307,0.003,0.636,1.0,1.0,12.0,1.88,7.35,10.289,0.0,0.0,1.0
GB000126,27035,Aire at Kildwick Bridge,GB,GB_NRFA,Aire at Kildwick Bridge,-1.98,53.91,-1.98,53.91,87.3,283.39,283.593,0,-0.071632732277085,1968-12-01,2021-09-30,54,634,19296,15218,1.0,0.0,19296.0,0.0,B,,967,1,['GB000126'],2.03,0.597,1.485,3.351,0.467,117.827,22.419,0.2,7.738,14.708,1.947,86.069,10.624,0.0,3.276,1.554,0.475,-0.108,0.029,10.454,1.126,1.0,188.397,3.413,3.0,583.531,232.429,85.144,5.088,30.174,1.704,0.683,0.173,8,2.386,0.0,0.0,69.987,29.764,0.0,29.764,0.0,69.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.097,130.0,0.0,61.966,39.018,40.1,20.165,4.068,1.217,2.887,0.19,0.67,0.027000000000000003,0.0,0.625,0.017,0.275,0.625,4.0,4.0,2.0,0.6,3.16,4.656,0.094,0.421,1.0
FR003903,K562301001,L'Auron au Pondy,FR,FR_EAUFRANCE,L'Auron au Pondy,2.651216,46.803895,2.651216,46.803895,167,199.0,208.355,0,-4.701005025125623,1989-01-01,2023-09-30,35,417,12600,5119,91.0,11977.0,0.0,623.0,C,,732,1,['FR003903'],0.413,0.211,2.141,3.676,0.519,134.069,29.686,0.025,1.642,21.872,3.436,114.119,19.251,0.0,2.013,2.431,1.208,0.04,0.014,17.647,1.161,4.0,234.737,4.351,4.0,328.131,213.704,164.396,1.597,89.722,0.0,0.663,0.191,8,1.528,0.0,0.0,97.52000000000001,2.48,0.0,2.48,20.537,76.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.271,130.0,30.0,51.159,34.575,31.802,33.623,7.928,1.344,0.968,0.182,0.662,0.006,0.317,0.585,0.087,0.002,0.9019999999999999,1.0,1.0,2.0,0.73,2.57,0.88,0.552,1.915,2.0
AT000016,200212,Hoher Steg,AT,AT_EHYD,Dornbirnerach,9.70032228,47.44774823,9.700322280118812,47.44774823959813,399,112.9,116.397,0,-3.0974313551815764,1956-01-01,2021-12-31,66,792,24107,24107,0.0,0.0,24107.0,0.0,B,['CH000207'],1,5,"['AT000014', 'AT000015', 'AT000016', 'CH000207', 'CH000211', 'CH000212']",3.597,0.74,1.262,2.431,0.477,215.169,25.411,0.527,11.134,7.06,1.309,38.863,5.079,0.0,4.835,1.954,0.404,0.292,0.126,15.334,1.181,4.0,199.007,3.509,1.0,1931.307,876.367,399.264,14.901,19.612,49.429,0.612,0.145,9,6.172,0.0,0.0,100.0,0.0,0.0,0.0,50.939,49.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.271,130.0,30.0,51.055,40.153,43.975,15.873,12.856,1.373,2.316,0.182,0.572,0.136,0.005,0.20299999999999999,0.532,0.098,0.208,0.0,0.0,0.0,0.0,0.0,15.799,0.0,0.037,17.0
FR002627,W100000201,W1006010,FR,FR_EAUFRANCE,Le torrent d'Avérole à Bessans [Avérole - QNR],7.067299,45.30288,7.067299,45.30288,1950,45.0,45.751,0,-1.6688888888888838,1969-01-01,2021-12-31,51,577,17468,5447,1890.0,14897.0,366.0,2205.0,C,,27,1,['FR002627'],3.829,1.002,0.495,5.829,0.614,278.643,8.048,0.212,14.749,39.31,7.094,149.692,76.978,0.002,3.737,1.373,0.367,-0.106,0.538,14.279,1.265,1.0,214.682,3.904,1.0,3671.165,2873.089,1967.551,26.837,0.343,84.975,0.619,0.06,2,0.52,1.289,98.711,0.0,0.0,0.0,0.0,0.0,0.0,98.711,0.0,0.0,0.0,0.0,0.0,0.0,1.289,0.0,0.0,39.333,130.0,0.0,19.881,45.311,20.111,12.356,11.333,1.149,1.535,0.015,0.057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.186,0.0,0.0,0.0
FR001900,P205401001,P2054010,FR,FR_EAUFRANCE,La Bave à Frayssinhes [Le Martinet],1.948137,44.857839,1.948137,44.857839,179,183.0,183.194,0,-0.1060109289617423,1913-01-01,2023-09-30,73,858,26065,8400,14385.0,25007.0,541.0,517.0,E,,541,2,"['FR001899', 'FR001900']",1.73,0.577,1.68,2.609,0.624,148.725,22.623,0.231,5.282,2.281,1.561,42.914,9.71,0.0,2.971,2.458,0.827,-0.126,0.016,17.661,1.21,2.0,228.37,4.377,4.0,782.295,531.892,185.518,8.122,14.441,13.176,0.615,0.166,2,0.987,30.303,63.549,5.71,0.44,0.0,0.44,5.321,0.389,63.549,0.0,0.0,0.0,0.0,0.0,30.303,0.0,0.0,0.0,70.0,70.0,70.0,52.945,53.238,30.746,16.017,9.685,1.43,1.564,0.209,0.717,0.011,0.001,0.5740000000000001,0.405,0.008,0.5750000000000001,1.0,1.0,1.0,0.27,1.23,0.981,1.471,0.525,2.0
ES000384,9071,ESTELLA                            ,ES,ES_CEDEX,,-2.03592718,42.67119403,-2.035927183065449,42.67119403239738,425,943.0,804.454,2,14.692046659597036,1931-01-01,2019-09-30,78,907,27408,19414,5007.0,0.0,27408.0,0.0,D,,540,6,"['ES000320', 'ES000383', 'ES000384', 'ES000606', 'ES000607', 'ES000608']",1.288,0.691,1.606,3.131,0.588,148.06,26.627,0.15,4.421,9.925,2.806,64.025,21.058,0.0,1.862,2.664,1.431,-0.285,0.015,19.729,1.29,1.0,253.569,5.229,4.0,1389.432,763.03,424.759,9.729,16.456,20.657,0.606,0.165,8,1.143,0.0,0.0,95.122,4.878,0.0,4.878,8.633,86.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.832,150.0,30.0,50.03,38.025,38.923,23.052,13.482,1.387,1.763,0.169,0.616,0.003,0.207,0.072,0.614,0.099,0.27899999999999997,0.0,0.0,1.0,0.14,0.55,1.634,16.185,46.835,0.0
DEBW0226,Ettlingen Alb,Ettlingen Alb,DE,DE_BW,,8.398501364933022,48.94663670980206,8.398501364933022,48.94663670980206,122.81,149.0,149.282,0,-0.1892617449664501,1979-11-01,2023-10-10,45,528,16049,13845,1.0,0.0,16049.0,0.0,B,,1,1,['DEBW0226'],1.315,0.468,1.401,1.837,0.696,156.024,24.047,0.421,3.439,1.237,2.348,0.023,1.0,0.0,2.802,2.185,0.78,0.019,0.034,16.858,1.168,4.0,218.696,3.921,1.0,949.455,441.676,125.737,9.144,13.42,19.019,0.549,0.167,10,1.11,1.419,0.0,3.624,94.957,0.006,94.951,3.283,0.341,0.0,0.0,0.0,0.0,0.0,0.0,1.419,0.0,0.0,0.0,127.931,130.0,30.0,51.819,43.89,38.117,17.993,10.703,1.265,1.922,0.226,0.691,0.08700000000000001,0.012,0.181,0.6519999999999999,0.065,0.193,0.0,0.0,0.0,0.0,0.0,5.619,0.0,0.013,19.0
ES000203,2104,VILLAVERDE DE ARCAYOS              ,ES,ES_CEDEX,,-5.03866094,42.61335066,-5.038660943799572,42.61335066443683,878,355.0,421.261,2,-18.66507042253522,1964-10-01,2019-09-30,56,651,19779,10592,309.0,0.0,19779.0,0.0,B,,539,1,['ES000203'],0.886,0.462,2.408,3.587,0.542,150.585,25.901,0.023,3.429,16.565,4.096,109.673,27.119,0.012,1.894,2.368,1.25,-0.368,0.06,18.777,1.257,2.0,255.855,6.056,4.0,1808.371,1120.806,874.721,9.415,17.677,19.936,0.584,0.158,10,4.075,0.0,0.0,40.658,59.343,18.782,40.561,34.399,6.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.069,150.0,30.0,49.56,40.674,37.809,21.518,10.355,1.399,2.0,0.143,0.586,0.003,0.083,0.101,0.5690000000000001,0.243,0.184,0.0,0.0,0.0,0.0,0.0,2.321,13.762,11.192,0.0
FR003838,K254401001,L'Alagnonnette Ã  Massiac,FR,FR_EAUFRANCE,L'Alagnonnette à Massiac,3.197181,45.251354,3.197181,45.251354,549,66.2,68.233,0,-3.0709969788519658,1970-01-01,2020-01-29,50,581,17589,5275,702.0,16801.0,29.0,759.0,C,,732,1,['FR003838'],0.706,0.295,1.585,4.228,0.486,151.744,43.299,0.008,2.786,22.386,5.158,124.574,19.166,0.017,2.399,2.228,0.929,0.112,0.051,17.756,1.169,1.0,235.744,4.376,4.0,1123.507,880.561,543.089,9.793,14.973,22.983,0.536,0.189,2,0.947,4.161,95.839,0.0,0.0,0.0,0.0,0.0,0.0,95.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.161,72.857,130.0,30.0,45.674,61.686,25.271,13.043,10.943,1.475,1.245,0.172,0.649,0.011,0.001,0.5690000000000001,0.35300000000000004,0.066,0.5700000000000001,0.0,0.0,0.0,0.0,0.0,3.769,1.599,0.68,1.0
DENI1904,4992106,Köhlener,DE,DE_NI,Weser,8.871354312099353,53.52185633706058,8.871354312099351,53.52185633706058,-4.97,77.0,77.391,0,-0.5077922077922148,1977-11-01,2017-12-31,41,482,14671,14671,0.0,0.0,14671.0,0.0,B,,209,1,['DENI1904'],0.942,0.422,0.699,1.069,0.725,150.179,20.932,0.395,2.4,0.373,1.667,0.324,2.6,0.0,2.16,1.862,0.862,0.138,0.03,15.362,1.159,4.0,217.362,3.872,3.0,32.647,14.488,-0.151,0.763,99.403,0.0,0.592,0.089,11,41.41,0.0,0.0,43.896,56.104,55.336,0.768,43.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.718,130.0,30.0,52.095,53.038,31.667,15.295,4.731,1.333,6.433,0.196,0.669,0.015,0.238,0.519,0.198,0.0,0.757,0.0,0.0,0.0,0.0,0.0,4.191,0.0,0.0,8.0
ES000611,1433,SAN ACISCLO                        ,ES,ES_CEDEX,,-7.3776812,43.55704268,-7.377681208846852,43.55704268982263,32,163.0,164.131,0,-0.6938650306748468,1970-10-01,2019-09-30,48,552,16801,10592,1096.0,0.0,16801.0,0.0,C,,544,1,['ES000611'],2.236,0.795,1.49,2.287,0.64,145.152,25.059,0.421,6.728,3.783,1.475,22.457,9.654,0.0,2.754,2.354,0.855,-0.494,0.0,15.879,1.305,2.0,228.383,5.226,4.0,1048.137,362.636,30.935,11.483,14.167,31.186,0.644,0.097,4,1.12,66.055,0.0,15.57,18.376,0.0,18.376,15.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.055,0.0,0.0,0.0,62.41,150.0,30.0,53.43,43.458,37.139,19.404,9.988,1.332,2.568,0.327,0.747,0.002,0.017,0.17099999999999999,0.515,0.29600000000000004,0.188,0.0,0.0,0.0,0.0,0.0,1.384,3.237,1.109,0.0
SE000117,2129,TÅNEMÖLLA,SE,SE_SMHI,SKIVARPSÅN,13.5937,55.4497,13.5937,55.4497,,102.0,107.68,0,-5.568627450980399,1973-09-20,2023-04-10,51,596,18100,18100,0.0,18006.0,0.0,94.0,A,,1917,1,['SE000117'],0.719,0.389,1.623,4.004,0.532,127.633,25.06,0.042,2.816,14.227,3.507,112.703,23.766,0.0,1.797,1.713,0.953,0.085,0.074,18.491,1.136,1.0,240.969,4.186,3.0,184.089,69.181,22.158,1.816,83.597,0.0,0.639,0.111,8,24.799,8.463,8.997,82.54,0.0,0.0,0.0,0.0,82.54,8.997,0.0,0.0,0.0,0.0,0.0,8.463,0.0,0.0,0.0,68.131,130.0,50.0,58.302,44.748,36.215,19.037,11.29,1.426,0.973,0.119,0.498,0.026,0.895,0.018000000000000002,0.061,0.0,0.913,0.0,0.0,1.0,0.17,0.32,7.692,3.838,5.45,7.0
DEBY0637,18803805,Rottal-Inn,DE,DE_BY,Rott,12.83234770639617,48.41187380899341,12.83234770639617,48.41187380899341,386.28,529.0,532.147,0,-0.5948960302457558,1961-11-01,2023-08-19,63,700,20570,20150,2002.0,0.0,20570.0,0.0,C,,2,5,"['DEBY0490', 'DEBY0602', 'DEBY0603', 'DEBY0637', 'DEBY0707']",0.661,0.289,1.271,1.081,0.604,160.889,25.5,0.235,1.705,5.826,1.6,0.48,3.0,0.0,2.254,2.152,0.955,0.381,0.066,18.069,1.189,4.0,230.656,3.978,1.0,530.134,466.022,389.282,3.293,50.094,0.007,0.642,0.161,9,13.449,0.0,0.0,94.936,5.064,5.064,0.0,94.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,40.713,53.574,30.158,16.268,7.466,1.478,0.817,0.134,0.565,0.027,0.419,0.40299999999999997,0.15,0.001,0.822,0.0,0.0,0.0,0.0,0.0,8.009,0.881,1.223,23.0
FR001927,P320101001,P3201010,FR,FR_EAUFRANCE,La Vézère à Voutezac [Le Saillant],1.463793,45.284875,1.463793,45.284875,121,965.0,966.216,0,-0.1260103626943013,1966-01-01,2023-09-30,56,611,18048,5164,3044.0,15711.0,751.0,1586.0,D,,541,9,"['FR004346', 'FR004347', 'FR004348', 'FR001922', 'FR001923', 'FR001924', 'FR001925', 'FR001926', 'FR001927']",2.179,0.699,1.476,2.376,0.662,149.472,18.236,0.306,5.946,0.203,1.111,36.187,7.382,0.005,3.077,2.35,0.764,-0.138,0.022,16.763,1.215,2.0,217.689,4.163,4.0,966.925,531.725,130.427,5.82,22.406,2.85,0.506,0.209,2,1.035,39.026999999999994,59.789,0.0,1.184,0.0,1.184,0.0,0.0,59.789,0.0,0.0,0.0,0.0,0.0,37.282,1.745,0.0,0.0,78.545,130.0,70.0,58.751,50.321,33.282,16.397,9.501,1.34,2.114,0.215,0.71,0.011,0.004,0.587,0.33799999999999997,0.054000000000000006,0.591,3.0,2.0,7.0,3.09,30.82,1.659,4.104,1.531,3.0
